"Images","Title","Description","Brand","Condition","Primary Color","Secondary Color","Tags","Sku","Category","Price","Status","Listed Date","Sold Date","Shipped Date","Listing Platforms","Sold Platform","Internal Notes","Price Sold","Cost of Goods","Marketplace Fees","Shipping Expenses","Labels","Quantity Left","Quantity Sold"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/426420f7-7db0-4948-b7f3-67099b33e76d.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Casual Isle 80s Floral Jacquard Knit Polo Top Pink Banded Waist Sz M","Preppy 80s knit polo in pink with floral-jacquard front panels, relaxed drop shoulder, short sleeves, and a banded waist. Soft poly-cotton knit; lightweight and comfy. Vintage 1980s/90s vibe. Solid with textured floral. Condition: Excellent. ","Casual Isle","Pre-Owned - Excellent","Pink","","","","Tops","19.99","Sold","2025-10-01","2025-10-10","","Depop","Depop","og tp 6","3","1.79","1.02","0","80s Blouses, raghouse, clothing, A9","","1"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/6ebeb5f9-5dbb-43b2-b2ff-bcc738851080.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Lou & Grey Black Sleeveless Top Small Gauze Button Front Minimalist","Minimalist sleeveless black top in gauze crinkle cotton, button front, easy fit. By Lou & Grey. Contemporary essential style. Condition: Excellent.","Lou & Grey","Pre-Owned - Excellent","Black","","minimalist, gauze top, sleeveless, black, Lou & Grey","","Tops","11","Active","2025-10-07","","","eBay, Mercari, Depop, Poshmark","","og tp: 7","","0","","","A9, clothing, lucia, cog:0, 90days+","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/e4ad8623-a79d-4eba-b145-173b91f458f3.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Easton Cropped Hoodie Raw Hem Black Distressed Y2K Vintage Athletic","Distressed cropped hoodie in black with raw hem, boxy fit. Soft classic fleece. Y2K/90s vintage athletic style. Crackle graphic logo. Condition: minor print fade/cracks. See photos for measurements.","Easton","Pre-Owned - Good","Black","","","","Tops","28.99","Sold","2025-10-12","2025-11-12","","Depop","Depop","sleeve:  
length:  
p2p:  
og tp: 10","5.95","0","0.61","0","raghouse, clothing, A9, lucia","","1"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/aa745b37-4461-4e65-9ddb-e7bad2dd1e47.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Casey & Max plaid button front shirt beige/blue 3/4 sleeve collared 90s Y2K","Preppy plaid button front shirt in beige/blue with a relaxed, 3/4-sleeve collared silhouette. Lightweight cotton-blend fabric. 1990s/Y2K vibe. Plaid pattern. Condition: Good, gently used.","Casey & Max","Pre-Owned - Good","Beige","Blue","","","Tops","14","Active","2025-09-07","","","eBay, Mercari, Etsy, Depop, Poshmark","","sleeve:
length:
p2p:
og tp: 7","","1.24","","","raghouse, clothing, A3, cog:1.24, firstbox, 120days+, 5profit","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/2add23a8-4ee0-410a-b68e-9b49e1bb85da.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Say What? L Y2K Button Down Shirt Brown Minimalist Relaxed Fit","Y2K Say What? button down shirt in brown with minimalist styling. Casual, lightweight, perfect for layering or standalone wear.

Relaxed fit, 100% polyester, button front, long sleeves.

Size: L

Condition: Good pre-owned; Flaws: none visible. See photos for details.

Measurements: Chest: 20"", Length: 25"", Sleeve: 23""

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.","Say What?","Pre-Owned - Good","Brown","","y2k, say what, button down, minimalist, brown, polyester","","Tops","18","Active","2026-03-10","","","eBay, Mercari, Depop, Poshmark","","Brand and size confirmed via tag. No visible flaws. Pricing estimated due to lack of direct sold comps; baseline used.","","2.43","","","A20, cog:2.43","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/c4ff38f0-a897-467b-8bb2-ff3dd9ecb615.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Rainbow A Denim Trends XXL/32 Casual Bermuda Shorts Medium Blue Relaxed","Casual bermuda shorts with retro vibe from Rainbow A Denim Trends in medium wash blue denim.

Relaxed oversized fit in durable cotton blend denim, styled for summer wear.

Size: XXL/32

Condition: Good pre-owned; raw hem distressing is intentional design feature. See photos for details.

Measurements: See photos for full measurements

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.","Rainbow A Denim Trends","Pre-Owned - Good","Blue","","Rainbow A Denim, XXL, Bermuda Shorts, Medium Wash, Casual, Wide-Leg, Relaxed Fit, Summer, Denim, Pre-Owned","","Shorts","14","Active","2026-02-14","","","eBay, Mercari, Depop, Poshmark","","","","2.43","","","A17, denimcutoffs, raghouse, cog:2.43","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/6f230b27-e8b9-4dc3-a0d7-107ff7775eee.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","NYCC 90s textured rayon button blouse + tank set sage green XL relaxed fit","Relaxed 90s-style button blouse with matching tank in soft sage/neutral. Easy drape, collared camp-shirt silhouette; lightweight textured crepe with a rayon-like hand. Neutral patchwork/botanical vibe; minimalist/cottagecore friendly. Condition: Good vintage.","NYCC","Pre-Owned - Good","Beige","Green","","","Tops","14","Active","2025-10-03","","","eBay, Mercari, Etsy, Depop, Poshmark","","sleeve:
length:
p2p:
og tp: 6","","1.79","","","raghouse, clothing, A9, 80s Blouses, cog:1.79, 90days+","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/b7fa5965-5e12-4dff-a317-5f50a2c4e11a.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Gildan Small Y2K Graphic Tee Black Crewneck Streetwear Modern","Streetwear Y2K Gildan small graphic t-shirt with bold ""RUPELE"" print in black and yellow

Classic crewneck fit in soft cotton jersey, styled for casual everyday wear

Condition: Excellent; Flaws: None visible. See photos for details

Measurements: pit to pit 16”, length 27”. See photos for full measurements

OFFERS WELCOME! Next day shipping if ordered by 5pm CT/6pm ET

15% off bundles of 2+ items","Gildan","Pre-Owned - Good","Black","Gold","","","T-Shirts","13","Active","2025-08-07","","","eBay, Mercari, Poshmark, Depop","","sleeve:
length: 27
p2p: 16
og tp: 3.5","","0","","","A4, raghouse, clothing, cog:1.24, firstbox, 120days+, 5profit","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/f74289de-f7f8-4af4-8096-7d7863541f43.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Alfani Metallic Leaf Embroidered Poncho Top Y2K","Metallic leaf embroidered poncho top with flutter sleeves and boho Y2K flair. This eye-catching black top by Alfani features silver metallic leaf embroidery on a semi-sheer knit shell, with a soft full lining. It has wide, draped poncho sleeves, a scoop neckline and relaxed fit that flatters many body types. Shell is 72% nylon, 23% polyester and 5% spandex; lining is 100% nylon for stretch and comfort. 

Gently used; minor normal wear. 

Measurements (approx.): pit to pit 20"", length 25"", sleeve 15"".","Alfani","Pre-Owned - Good","Black","Gray","poncho top, metallic leaf, boho, y2k, semi sheer, festival top","","Tops","14","Sold","2025-08-03","2026-02-02","","Etsy","Etsy","sleeve: 15
length: 25
p2p: 20
og tp: 13","9.85","1.24","1.14","5.92","A4, raghouse, clothing, cog:1.24, firstbox, 120days+, 5profit","","1"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/290912cc-8754-4e92-9499-c0d2e32dab78.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Love Notes Cotton Gauze Button Front Cami Tank Top White Smocked Back M","Easy summer cami in crisp white cotton gauze with a V-neck and wide straps. Button-front bodice and stretchy smocked back for a comfy, fitted silhouette. Light, breathable 100% cotton; minimalist, beachy vibe. Condition: Good.","Love Notes","Pre-Owned - Good","White","","cotton gauze, button front cami, smocked back, white tank, summer top, minimalist, beach, cottagecore, Y2K","","Tops","14","Sold","2025-09-09","2026-01-30","","Mercari","Mercari","sleeve:
length:
p2p:
og tp: 7","12.6","1.24","1.78","0","raghouse, clothing, A3, cog:1.24, firstbox, 120days+, 5profit","","1"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/a3a9a007-7542-4190-b72d-bda393ff3841.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Colortone Hibiscus Tie-Dye Crop Top Blue White Flowers 2000s Y2K Medium","Y2K tie-dye crop top in a light blue and white swirl with hibiscus flower detail. Relaxed, boxy fit. Soft 100% cotton fabric. 2000s festival/surf vibes. Floral pattern. Condition: Good, no visible flaws.","Colortone","Pre-Owned - Good","Blue","White","hibiscus, tie dye, crop top, festival, y2k","","Tops","11","Active","2025-10-06","","","eBay, Mercari, Depop, Poshmark","","og tp: 7","","0","","","raghouse, A9, clothing, lucia, cog:0, 90days+","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/79f2b9bd-6db4-4010-9e9e-21f24f8145ca.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Allison Daley 14 Y2K Women's Button-Down Shirt Purple Shoulder Pads Regular","Y2K Allison Daley purple button-down shirt with shoulder pads.

Relaxed fit, lightweight stretch polyester blend, perfect for layering.

Size: 14

Condition: Excellent used; Flaws: none visible. See photos for details.

Measurements: Chest: 23"", Length: 30"", Sleeve: 23.5""

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.","Allison Daley","Pre-Owned - Excellent","Purple","","y2k, Allison Daley, button-down, purple, shoulder pads, vintage","","Tops","16","Active","2026-03-10","","","eBay, Etsy, Mercari, Depop, Poshmark","","Shoulder pads confirmed. Comps baseline: $10–$14. Tag confirms brand and size.","","2.43","","","A20, cog:2.43","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/feaa3c1b-8029-474e-9544-f98bfb609dc6.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Levi’s 505 grey jeans regular fit straight leg Y2K W40 L30","Classic grey Levi’s 505 jeans with a regular fit and straight leg cut for a timeless look. Made from durable cotton denim with a broken-in wash. Gently used – check photos for measurements.

inseam: 30in
length in photos is outseam.","Levi's","Pre-Owned - Excellent","Gray","","Levi’s 505, straight leg jeans, grey denim, Y2K jeans, vintage style, regular fit jeans, classic Levi’s, men’s jeans","","Jeans","14","Active","2025-08-09","","","eBay, Mercari, Depop, Poshmark","","sleeve:
length:
p2p:
og tp: 21","","1.24","","","raghouse, clothing, cog:1.24, firstbox, 120days+, 5profit","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/684b96c7-6056-42db-bed8-0bbb56274d00.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Holbrook pastel windowpane long sleeve button-down shirt 80s","Vintage 80s pastel windowpane shirt with subtle crosshatch pattern and a retro vibe. Soft cotton-poly blend feels lightweight and breathable, with a classic relaxed fit. Button-down front, single chest pocket, pointed collar and single-button cuffs define this preppy silhouette. Holbrook is known for quality tailoring and timeless designs.

Gently used vintage condition with a tiny faint spot on sleeve and minor wear typical of age.

Measurements: pit to pit 21”, length 30”, sleeve 23”.","Holbrook","Pre-Owned - Good","Yellow","Beige","pastel windowpane, vintage 80s, button down, long sleeve, preppy, mens shirt, retro, Holbrook, cottagecore, classic, yellow beige","","Casual Button-Down Shirts","14","Active","2025-08-04","","","eBay, Mercari, Etsy, Depop, Poshmark","","sleeve: 23
length: 30
p2p: 21
og tp: 21","","1.24","","","A4, raghouse, clothing, cog:1.24, firstbox, 120days+, 5profit","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/9d2dc27c-7363-47d9-bce0-f633f3647960.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Hollister plaid smocked crop top XS tie-back bow adjustable straps gray","Y2K-inspired plaid cami crop top in gray/white with a smocked bodice and tie-back bow. Adjustable straps; cropped, fitted silhouette. Lightweight woven fabric with a soft hand. Preppy/coquette vibe; plaid pattern. Condition: Good.","Hollister","Pre-Owned - Good","Gray","White","y2k, plaid, smocked, tie-back, cami, preppy, festival","","Tops","14","Active","2025-09-24","","","eBay, Mercari, Depop, Poshmark","","sleeve:
length:
p2p:
og tp: 4","","1.24","","","raghouse, clothing, A7, cog:1.24, firstbox, 120days+, 5profit","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/a9308944-5840-4f23-91dd-72f078775c2d.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Boutique sheer embroidered rose mesh crop top y2k coquette blouse","Coquette romantic y2k top featuring sheer black mesh fabric with intricate red rose embroidery. Short-sleeve crop blouse with round neckline and tie-back keyhole closure. Lightweight and semi-sheer for layering over bralettes or camisoles. 

Gently used. 

Measurements flat: pit to pit 18.5"", length 19"".","boutique","Pre-Owned - Good","Black","Red","coquette, y2k, mesh top, embroidered, floral, goth, romantic, festival, boho, sheer top, crop top, rose print, alt style, red rose","","Tops","27.99","Sold","2025-08-04","2025-11-08","","Etsy","Etsy","sleeve:
length: 19
p2p: 18.5
og tp: 14","14.39","1.24","4.87","1.66","A4, raghouse, clothing","","1"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/8e0b7a37-d2bd-409e-be82-bee0bdab24a2.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Nautica L Minimalist T-Shirt White V-Neck Classic Fit Preppy Y2K","Minimalist preppy Nautica L t-shirt with logo print in solid white.

Classic V-neck silhouette in soft cotton knit, styled for casual or summer wear.

Condition: Good; Flaws: No visible marks, some gentle wear. See photos for details.

Measurements: See photos for full measurements.

OFFERS WELCOME! Next day shipping if ordered by 5pm CT/6pm ET.

15% off bundles of 2+ items.
","Nautica","Pre-Owned - Good","White","Gold","","","Tops","22.99","Sold","2025-07-15","2025-11-18","","Poshmark","Poshmark","og tp 3.5","8","1.24","2.95","0","raghouse, clothing, A2","","1"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/97bfee67-74dd-4048-8d23-88754a289a25.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Ford Bronco Country T-Shirt Large White Classic Truck Graphic Retro Style","Ford Bronco ""Bronco Country"" graphic t-shirt. Features a classic red Bronco truck graphic on the back with ""No roads at all? That's Bronco country"" slogan. Small Bronco/Ford logo on the front chest.

Size: Medium

Condition: Pre-Owned - Good. Shows light wear. No major flaws noted. See photos for details.

Measurements: See photos for measurements.

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.","Ford","Pre-Owned - Good","White","Red","Ford Bronco, Truck, Off Road, 4x4, Bronco Country, Car Guy, Automotive","","T-Shirts","18","Active","2026-02-09","","","eBay, Mercari, Depop, Poshmark","","","","2.93","","","A10, cog:2.93, dirtywhitesportstees, raghouse","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/2d4e2097-d104-4bf2-a2dc-d16eb44a3380.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Alfani sheer floral bell sleeve blouse romantic modern","Romantic sheer mesh, floral embroidery, tiered bell sleeves

Black base with ivory stitched flowers, lightweight and floaty

Gently used – no visible flaws

Measurements: pit to pit 18.5"", length 27"", sleeve 20""

Only one available – don’t miss it!","Alfani","Pre-Owned - Good","Black","White","sheer blouse, floral top, bell sleeves, romantic style, embroidered blouse, tiered sleeves, Alfani top, black mesh top, feminine, modern office, y2k romantic","","Tops","14","Active","2025-08-01","","","eBay, Mercari, Depop, Poshmark","","sleeve: 20
length: 27
p2p: 18.5
og tp: 11, 10","","1.24","","","raghouse, clothing, A3, cog:1.24, firstbox, 120days+, 5profit","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/327b1a5d-b39a-40a0-889d-9ab905bccfab.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","The Limited Boho Floral Button Down Blouse Blue Purple Classic Fit Romantic","Romantic boho The Limited blouse with abstract floral pattern in blue and purple shades.

Classic fit with collared neckline and long sleeves/roll tab sleeve in lightweight woven fabric, styled for year-round wear. 

Condition: Excellent; Flaws: None noted, see photos for details.

Measurements: See photos for full measurements.

Open to offers! Happy to bundle. Ships next business day.","The Limited","Pre-Owned - Excellent","Blue","Purple","","","Tops","14","Active","2025-10-25","","","eBay, Etsy, Mercari, Depop, Poshmark","","og tp 8 ","","1.25","","","raghouse, clothing, A6, Secretary Blouses, 90days+, cog:1.25","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/7a7abd63-5bc8-4905-abbb-fa0501a2d0c4.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","F&F Sheer Mesh Yoke Cap Sleeve Blouse Top Royal Blue Crew Neck Minimalist","Minimalist cap-sleeve blouse in royal blue with a sheer mesh yoke and crew neckline. Soft, lightweight knit body with subtle stretch; airy mesh upper keeps it breezy and polished for work-to-weekend. Solid color, clean lines. Condition: Excellent pre-owned.","F&F","Pre-Owned - Excellent","Blue","Beige","","","Tops","14","Active","2025-09-14","","","eBay, Mercari, Depop, Poshmark","","sleeve:
length:
p2p:
og tp: 4","","1.24","","","raghouse, clothing, A6, cog:1.24, firstbox, 120days+, 5profit","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/4d5d04a3-709a-42b6-98e6-306e5ed54a83.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Derek Heart space-dye ribbed crop tank lettuce edge scallop hem green M","Ribbed space-dye crop tank in pastel green/yellow with a scoop neck, exposed seam panels and a lettuce/scallop hem. Semi-sheer stretch knit with a fitted silhouette—very Y2K vibe. Lightweight, comfy, and easy to layer. Condition: Excellent","Derek Heart","Pre-Owned - Excellent","Green","","","","Tops","14","Active","2025-09-25","","","eBay, Mercari, Depop, Poshmark","","sleeve:
length:
p2p:
og tp: 4","","1.24","","","raghouse, clothing, A7, cog:1.24, firstbox, 120days+, 5profit","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/ad98e460-ce06-4f71-a232-8b249967d4d2.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","MTV tie-dye logo graphic t-shirt white L | Music Television retro streetwear","Retro-look MTV logo tie-dye graphic tee in white/multicolor. Soft 100% cotton jersey with a comfy tagless print neck label. Licensed 2021 (Viacom/Mad Engine). Easy casual streetwear; festival friendly. Condition: Good. Yellowing around color and small marks. See photos for details.","MTV","Pre-Owned - Good","White","","","","T-Shirts","18","Active","2025-09-29","","","eBay, Mercari, Depop, Poshmark","","sleeve:
length:
p2p:
og tp: 2","","1.24","","","raghouse, clothing, A8, Dirty White TV&Movie, cog:3.93, 120days+, 5profit","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/375c95b7-d046-4fe9-94f2-42fb34dc8b19.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Fernando Tatis Jr. San Diego Padres Graphic T-Shirt Small White MLB Baseball","Fernando Tatis Jr. graphic t-shirt featuring a collage of the San Diego Padres star player in action. Large ""Fernando Tatis Jr."" spellout with gold accents.

Size: Small

Condition: Pre-Owned - Fair/Good. Shows some wear. There is a small faint stain/mark near the bottom hem on the front. See photos for details.

Measurements: See photos for measurements.

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.","Game Changer","Pre-Owned - Fair","White","Yellow","San Diego Padres, Fernando Tatis Jr, MLB, Baseball, El Nino, Sports","undefined","T-Shirts","16","Sold","2026-02-07","2026-02-18","","Poshmark","Poshmark","","10","2.93","2.95","0","A17, cog:2.93, dirtywhitesportstees, raghouse","","1"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/62ccd88a-4634-452b-b5ae-da7e1dbd8ee0.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","ZARA Kids Smocked Puff Sleeve Crop Top Beige Oatmeal Girls 9-10 Ruffle Hem","Smocked puff-sleeve crop top in a neutral beige/oatmeal with a stretchy shirred bodice, soft scoop neckline, and lettuce-edge hem. Lightweight crinkle-gauze feel; coquette/minimalist vibe and easy summer basic. Texture is solid/washed with lots of stretch. Condition: Excellent, gently used.","Zara","Pre-Owned - Excellent","Beige","","smocked, puff sleeve, crop top, coquette, cottagecore, minimalist, girls 9-10, neutral, summer top, beige","","Tops, Shirts & T-Shirts","14","Sold","2025-09-24","2026-01-27","","Poshmark","Poshmark","sleeve:
length:
p2p:
og tp: 4","8","1.24","2.95","0","raghouse, clothing, A7, cog:1.24, firstbox, 120days+, 5profit","","1"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/8eac6c8a-3d61-40f4-9bd0-ee9e70ba9104.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","ASTON 34 Vintage Cable Knit Sweater Green 100% Shetland Wool 80s Preppy","Vintage 80s ASTON cable knit crew neck sweater in vibrant kelly green with classic fisherman cable pattern throughout.

Regular fit in 100% Shetland wool, perfect for layering or standalone style during cooler seasons.

Size: 34

Condition: Excellent vintage condition with no flaws, stains, holes, or pilling. See photos for details.

Measurements: See photos for full measurements.

OFFERS WELCOME! Ships next business day if ordered by 5pm CT/6pm ET.

15% off bundles of 2+ items.","Aston","Pre-Owned - Excellent","Green","","","","Sweaters","68","Active","2025-12-07","","","Etsy, eBay, Mercari, Depop, Poshmark","","Cost: $5.14 | Mat: $0.23 | Ship: $0 | Target: $31 | Markup: { Etsy: 35% | eBay: 50% | Depop: 85% | Poshmark: 20% | Mercari: 20% }","","5.14","","","A14, jennysweaters, clothing, raghouse","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/f237f6df-d9f3-49f1-ba19-f69ebd7cedb1.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Unbranded Silver Tone Hoop Earrings Y2K Etched Design Minimalist Hinge","Y2K silver tone metal hoop earrings with etched line details in a minimalist design.

Classic hoops in silver-tone base metal, perfect for everyday wear or Y2K aesthetics.

Condition: Good; shows minor wear. See photos for details.

Measurements: See photos for full measurements.

OFFERS WELCOME! Ships next business day if ordered by 5pm CT/6pm ET.

15% off bundles of 2+ items.

","Unbranded","Pre-Owned - Good","Silver","","","","Earrings","15","Active","2025-11-18","","","eBay, Mercari, Depop, Poshmark","","og tp: 5.5","","2","","","cheapwholesalejewel, jewelry, 60days+, cog:2.00","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/667cf003-ac9e-4d2c-8f86-2927920f820e.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","90 Degree by Reflex S Y2K Moto Leggings Black High Rise Cropped Ribbed Panel","Y2K-inspired 90 Degree by Reflex small black moto leggings with ribbed panels and a high-rise cropped skinny fit

Stretchy polyester-spandex, matte feel, styled for athleisure, lounge, and everyday wear

Condition: Good; Flaws: none visible. See photos for details

Measurements: See photos.

Offers welcome! Next day shipping if ordered by 5pm CT/6pm ET.

15% off bundles of 2+ items","90 Degree by Reflex","Pre-Owned - Good","Black","","","","Activewear Pants","11","Active","2025-11-04","","","eBay, Mercari, Depop, Poshmark","","og tp 1","","0","","","A10, 60days+, clothing, bianca, cog:0, 5profit","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/1748f1da-0d5c-420c-92fa-72cd6d950cf5.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Arrow 16 Vintage Short Sleeve Shirt Tan Cotton Gentleman's Fit 80s Retro","Vintage Arrow Cotton-Ease short sleeve button-up shirt in tan/beige with classic gentleman's fit.

Regular fit in 100% cotton, perfect for casual wear or retro workwear styling.

Size: 16 Short Sleeves

Condition: Good vintage condition; shows normal wear consistent with age. See photos for details.

Measurements: See photos for full measurements.

OFFERS WELCOME! Ships next business day if ordered by 5pm CT/6pm ET.

15% off bundles of 2+ items.","Arrow","Pre-Owned - Good","Tan","","","","Casual Button-Down Shirts","27","Active","2025-12-21","","","eBay, Etsy, Mercari, Poshmark, Depop","","Cost: $3 | Mat: $0.23 | Ship: $0 | Target: $10 | Markup: { Etsy: 35% | eBay: 50% | Depop: 70% | Poshmark: 15% | Mercari: 5% }","","3","","","fleamarket, clothing, A16","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/9747c718-5985-48d8-9d30-cbe7eb818d4a.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Lily White Red Peplum Cami Top M V-Neck Adjustable Straps Drawstring Y2K","Peplum camisole in red with V-neck, adjustable spaghetti straps, and an elastic drawstring waist. Lightweight polyester with a soft drape. Y2K minimalist. Solid. Condition: Excellent.","Lily White","Pre-Owned - Excellent","Red","Beige","peplum, camisole, drawstring waist, adjustable straps, red top, date night, y2k, minimalist, summer, festival","","Tops","14","Sold","2025-09-01","2026-01-19","","eBay","eBay","sleeve:
length:
p2p:
og tp: 5","8.19","1.24","2.2","0","raghouse, clothing, A2, cog:1.24, firstbox, 90days+","","1"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/b9cd0985-c901-40ae-a9d4-398163d0533b.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Forever 21 Casual Denim Shorts 31 Black Relaxed Fit","Casual Forever 21 denim cut-off shorts in washed black.

Relaxed fit in cotton blend denim, styled for summer wear.

Size: 31

Condition: Good pre-owned; raw hem distressing is intentional. See photos for details.

Measurements: See photos for full measurements

OFFERS WELCOME! Ships in 1-2 business days.
15% off bundles of 2+ items.","Forever 21","Pre-Owned - Good","Black","","Forever 21, denim, shorts, black, casual, summer, relaxed fit, raw hem, cut-off, pre-owned","","Shorts","14","Active","2026-02-15","","","eBay, Mercari, Depop, Poshmark","","","","2.43","","","A17, denimcutoffs, raghouse, cog:2.43","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/478ccbb0-7692-4464-a710-b2664e78449b.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Mushroom Lettuce‑Edge Crop Tank Top Black Y2K grunge","Y2K, cottagecore, goth, grunge aesthetic tank with lettuce‑edge hem, thin spaghetti straps, soft stretch knit.

Gently used

Measurements: pit to pit 16″, length 13″  

Only one available – don’t miss it!","Source Unknown","Pre-Owned - Good","Black","","black mushroom crop top, Y2K, cottagecore, grunge, lettuce edge, graphic tank, goth aesthetic","","Tops","14","Active","2025-07-25","","","eBay, Mercari, Depop, Poshmark","","sleeve:
length: 13
p2p: 16
og tp: 14","","1.24","","","raghouse, clothing, A3, cog:1.24, firstbox, 120days+, 5profit","1",""
